symbol,input_window,fold,dataset,MAE_mean,MSE_mean,RMSE_mean,MAPE_mean,bds_statistic,bds_pvalue
XRPUSDT,28,1,train,0.0014072982632468425,5.568811404714144e-06,0.002286268420667583,14.429188363080664,,
XRPUSDT,28,1,validation,0.00113603902364908,3.0088151169279895e-06,0.0016874015436860125,15.354252852030184,,
XRPUSDT,28,1,test,0.0012060843625606552,2.2469047817347464e-06,0.0014655156813129417,22.68322436785484,3.520952021534469,0.0004300004118693913
XRPUSDT,28,2,train,0.0009912855895355315,4.213204118076327e-06,0.001970131052216741,8.450469626638025,,
XRPUSDT,28,2,validation,0.0006080890721181467,1.1022754724376007e-06,0.0010134325042194428,9.108024873902476,,
XRPUSDT,28,2,test,0.0006597585853378926,2.9264628202638792e-06,0.001650349622748878,12.194187050370392,0.9439296595781521,0.3452055943716972
XRPUSDT,28,3,train,0.0008478058487071758,2.9110977641446553e-06,0.0016474704777673214,8.918734870442096,,
XRPUSDT,28,3,validation,0.0006923213427644253,2.883684513034667e-06,0.0016379205425659466,13.608590833397509,,
XRPUSDT,28,3,test,0.000787114303250288,2.231515785191532e-06,0.001441393403546436,11.911123500374712,1.7422503488671954,0.08146464731880297
XRPUSDT,28,4,train,0.0008844306337827239,3.7953845102833775e-06,0.0018721305277779742,9.180444155191152,,
XRPUSDT,28,4,validation,0.000800073546991337,2.556605333660703e-06,0.0015377153734834907,10.139367915933352,,
XRPUSDT,28,4,test,0.000656073461106215,1.6510923346636646e-06,0.0012373167742429638,8.4275905010274,1.166255259318443,0.243511256525331
XRPUSDT,28,5,train,0.0008238767306962275,2.826576827737698e-06,0.0016215599678441304,9.812390162379836,,
XRPUSDT,28,5,validation,0.0007313855645809168,1.8644012389488594e-06,0.0013132045932558831,9.7284328094934,,
XRPUSDT,28,5,test,0.0005773188411993673,9.162328931173565e-07,0.0009240610255274301,10.652828774582787,2.5048895586370223,0.01224896342342499
SOLUSDT,7,1,train,0.0014725539352732342,6.6049100340067905e-06,0.0024685482092976735,7.852521941111233,,
SOLUSDT,7,1,validation,0.0009364933352326349,2.571150609474276e-06,0.0015413642032687635,7.938468397810441,,
SOLUSDT,7,1,test,0.0009991873905563643,2.9788147518019526e-06,0.0016531054325356954,10.844930324591362,1.6400844156784122,0.10098761627034794
SOLUSDT,7,2,train,0.001132366162934849,4.4363536485876435e-06,0.00201148059313896,7.311835597432634,,
SOLUSDT,7,2,validation,0.0008926244964132654,2.6989416091355877e-06,0.001575149737821627,9.06203362970976,,
SOLUSDT,7,2,test,0.0007247470301217664,1.731376291329426e-06,0.0012654605977742625,9.104426727866956,0.9400396616580392,0.3471972169029319
SOLUSDT,7,3,train,0.0011314675508080367,4.1668877593162e-06,0.001962037966483185,8.133395245357557,,
SOLUSDT,7,3,validation,0.0007490763897035863,1.6907998037808066e-06,0.001247351543990895,9.521573878747821,,
SOLUSDT,7,3,test,0.000692787688816216,1.365656026562964e-06,0.0011177601974665242,8.477565452744694,0.6627404046583883,0.507496827612228
SOLUSDT,7,4,train,0.0010837401419487363,3.720621765288228e-06,0.0018582932493877292,9.418503984943513,,
SOLUSDT,7,4,validation,0.0007699655651226516,1.4731968049530194e-06,0.0011621216388534822,10.032985437196908,,
SOLUSDT,7,4,test,0.0007777017566502576,1.5316298822435023e-06,0.0011839115230658896,10.41949814790176,1.4367679222272378,0.15078394793614316
SOLUSDT,7,5,train,0.0009349146055295435,2.9973658910106166e-06,0.0016516311202437572,8.499937084374407,,
SOLUSDT,7,5,validation,0.0006843726653128558,1.3985585298149902e-06,0.0011311624469362903,8.806512405776868,,
SOLUSDT,7,5,test,0.0006625816449818932,9.377460392966873e-07,0.0009317121910114078,13.562223216241296,0.8568094990167202,0.3915501751150088
SOLUSDT,14,1,train,0.0015064480277661937,6.503176846171733e-06,0.002458850616499312,8.324930614118562,,
SOLUSDT,14,1,validation,0.001082106927920485,2.8439499819163994e-06,0.0016221061966321393,9.964283790510393,,
SOLUSDT,14,1,test,0.0012534354139743281,3.5027865791672436e-06,0.0017932226930977148,15.140293173961465,2.058052301432114,0.039585113065800974
SOLUSDT,14,2,train,0.0011148638279153767,4.2332638043143595e-06,0.001966923609347531,7.168204965905089,,
SOLUSDT,14,2,validation,0.0008848716565584899,2.6107140161736878e-06,0.0015489356012423437,9.136623320788082,,
SOLUSDT,14,2,test,0.0007384878098616937,1.698926213621717e-06,0.0012518292152008694,9.462939390269293,0.7284659768750082,0.46632838848277447
SOLUSDT,14,3,train,0.0011585635166402742,4.413214671766808e-06,0.0020282689427620387,8.109222520316614,,
SOLUSDT,14,3,validation,0.0007288321349030007,1.6584069596590071e-06,0.0012382423096349217,8.88093191854347,,
SOLUSDT,14,3,test,0.0006796351415342157,1.3256912618422515e-06,0.0011055921130870454,8.133039959836664,0.8308093164700243,0.4060813587562815
SOLUSDT,14,4,train,0.0010333322005750727,3.4733049386078573e-06,0.0017867137760984246,9.032608288276487,,
SOLUSDT,14,4,validation,0.0007311834096426739,1.3868242397314156e-06,0.0011255438848806214,9.441692252243053,,
SOLUSDT,14,4,test,0.0007369411838004001,1.4601959653459504e-06,0.0011548106156630314,9.784512367309974,0.9382231459429291,0.3481297458908388
SOLUSDT,14,5,train,0.0009434077696869457,3.0694921039051143e-06,0.0016769492833520398,8.431457828616944,,
SOLUSDT,14,5,validation,0.000677657762870265,1.3660455809515046e-06,0.0011200216555238205,8.655676158803985,,
SOLUSDT,14,5,test,0.0006583755288710393,9.230441239889817e-07,0.0009241818721716142,13.145838566248853,0.7935465196311505,0.42745947716401256
SOLUSDT,21,1,train,0.001536592706669601,6.306222073584476e-06,0.0024337704810905017,8.779146645541202,,
SOLUSDT,21,1,validation,0.0012395890515846367,3.237900496724878e-06,0.001725643050443999,11.883503732765446,,
SOLUSDT,21,1,test,0.0015196419852695868,4.28949467142846e-06,0.0019724240320064673,19.221113040840482,2.0440968045224315,0.0409439847804624
SOLUSDT,21,2,train,0.0011112774740658807,4.0487368952491585e-06,0.001933528598205236,7.182847255874088,,
SOLUSDT,21,2,validation,0.0008937328539589581,2.6311180094775255e-06,0.0015572586833421634,9.091411977371525,,
SOLUSDT,21,2,test,0.0007335515888137037,1.7120935770283057e-06,0.0012592998515481486,9.072699946023556,0.7198660512312017,0.47160747212996634
SOLUSDT,21,3,train,0.0011760867961115203,4.579083564026946e-06,0.0020756801201757555,8.09292907641554,,
SOLUSDT,21,3,validation,0.0007145884875391084,1.6194289242019956e-06,0.0012276931862763654,8.448264409870477,,
SOLUSDT,21,3,test,0.0006749609835202645,1.3009248426340482e-06,0.001098940403271967,7.987277478421228,1.1686657437246266,0.24253832886865467
SOLUSDT,21,4,train,0.0011270130846353051,3.958226601539406e-06,0.001934659147817952,9.713449961921551,,
SOLUSDT,21,4,validation,0.000776441668342485,1.4133851747593236e-06,0.0011490354636585294,10.149327087635994,,
SOLUSDT,21,4,test,0.0007832157274233777,1.4900228242605242e-06,0.0011794780664393066,10.55439506898182,1.8490383008116233,0.06445228240837123
SOLUSDT,21,5,train,0.0009427704583540397,3.1226705659845962e-06,0.0016975515418887921,8.185824039416248,,
SOLUSDT,21,5,validation,0.0006582970812995307,1.328773946400427e-06,0.0011071632831509228,8.222442136893534,,
SOLUSDT,21,5,test,0.0006118641498535498,8.636837936972492e-07,0.000889538310363579,11.782078356061914,0.8893622533792208,0.3738084243648596
SOLUSDT,28,1,train,0.0015845573835681537,6.319204021948932e-06,0.0024534160346377965,9.163533929302057,,
SOLUSDT,28,1,validation,0.0013158289444045502,3.2910406512210897e-06,0.0017831269237123994,12.683444097666799,,
SOLUSDT,28,1,test,0.00165804743186192,4.5164807415898545e-06,0.0020962879164233366,21.019703119700118,3.19928372428138,0.0013776951216184193
SOLUSDT,28,2,train,0.0010660889750014107,3.679418456872581e-06,0.0018483571136782122,7.037516161217191,,
SOLUSDT,28,2,validation,0.0009225786777136215,2.468828802284623e-06,0.0015243410934738938,9.984905728469295,,
SOLUSDT,28,2,test,0.0007909712150741164,1.6189160050717124e-06,0.0012416848533394534,10.660063758157204,1.017759529749139,0.30879224908800884
SOLUSDT,28,3,train,0.0012197096417106497,4.798398600850302e-06,0.002158276919558211,8.339600235922143,,
SOLUSDT,28,3,validation,0.0007279296673164101,1.5473742472506359e-06,0.0012080399929504596,8.91820690914088,,
SOLUSDT,28,3,test,0.0006859632245859729,1.2733321645998145e-06,0.001096123583031601,8.229875741063148,2.2921602341266385,0.021896398675446058
SOLUSDT,28,4,train,0.0011109933073679423,3.867889471247493e-06,0.0019238981314715945,9.4761291631728,,
SOLUSDT,28,4,validation,0.0007677612785622975,1.3139625576334583e-06,0.0011145032083795879,9.997434521479176,,
SOLUSDT,28,4,test,0.0007702166559348321,1.3899376443137103e-06,0.0011448445753892724,10.365798320519337,2.0243958720305453,0.04292943615830715
SOLUSDT,28,5,train,0.0009585663759336799,3.205380845244193e-06,0.0017412127804266957,8.25048830853693,,
SOLUSDT,28,5,validation,0.0006578009467256901,1.247054430547324e-06,0.0010793858307500766,8.304961416171148,,
SOLUSDT,28,5,test,0.0006374313958767425,8.488897026335187e-07,0.000888675446536635,12.414862268364674,1.0272265999659003,0.3043137755174449
