symbol,input_window,fold,dataset,horizon,MAE,MSE,RMSE,MAPE
ETHUSDT,14,1,test,2,0.0004986814734434953,7.847154618014626e-07,0.0008858416685850032,7.50263095507243
ETHUSDT,14,1,test,3,0.000673521886060913,1.1947285548472458e-06,0.0010930363922794363,10.115500261091533
ETHUSDT,14,1,test,4,0.0007512453871104152,1.5575741629045427e-06,0.0012480281098214666,11.025858932264075
ETHUSDT,14,1,test,5,0.0009002903782658121,1.986230916124684e-06,0.001409337048446781,13.835215893299557
ETHUSDT,14,1,test,6,0.0010155087451891207,2.286870215956039e-06,0.0015122401317105823,17.475673219780106
ETHUSDT,14,1,test,7,0.0010323100769101272,2.587064153000403e-06,0.0016084353120347746,15.791918770746474
ETHUSDT,14,2,train,1,0.00032605577101046105,3.544482043787821e-07,0.0005953555277133001,3.8055808559061544
ETHUSDT,14,2,train,2,0.00047025559340818613,6.798870510263671e-07,0.000824552636904623,5.398064702608625
ETHUSDT,14,2,train,3,0.0005904120862792496,1.0043493093178797e-06,0.0010021722952256661,6.776778270557219
ETHUSDT,14,2,train,4,0.0007059271569241982,1.348136844405272e-06,0.001161092952525883,7.983893685990143
ETHUSDT,14,2,train,5,0.0008122668075687988,1.718452139142241e-06,0.001310897455616663,9.106087289041431
ETHUSDT,14,2,train,6,0.000926057546407242,2.130836977600219e-06,0.0014597386675704043,10.244987164573724
ETHUSDT,14,2,train,7,0.0010152527621931549,2.4972452960196452e-06,0.0015802674761000574,11.255916557622225
ETHUSDT,14,2,validation,1,0.00030817737694861845,3.352691051608668e-07,0.0005790242699238667,5.032344715073172
ETHUSDT,14,2,validation,2,0.00044166755933468255,6.57865759272311e-07,0.0008110892424834095,6.986894293463383
ETHUSDT,14,2,validation,3,0.0005608046496388668,9.937841287517815e-07,0.0009968872196752156,8.505146943893449
ETHUSDT,14,2,validation,4,0.0006685165700108977,1.318920629267516e-06,0.0011484426974244365,10.112298240791215
ETHUSDT,14,2,validation,5,0.0007670420781015515,1.6350109786700694e-06,0.001278675478246951,11.68792976891977
ETHUSDT,14,2,validation,6,0.0008780153538114427,1.9750886087030993e-06,0.001405378457463718,13.510095326966029
ETHUSDT,14,2,validation,7,0.0009715162404217956,2.3217975010754538e-06,0.0015237445655605973,15.097450316300565
ETHUSDT,14,2,test,1,0.0002459489037329261,1.9041903172289912e-07,0.00043637029198021615,6.704858998351662
ETHUSDT,14,2,test,2,0.00032392208162838605,3.643626665879834e-07,0.000603624607341337,8.897631682019135
ETHUSDT,14,2,test,3,0.0003795761597922158,5.399547298874644e-07,0.0007348161197792713,9.67347626604055
ETHUSDT,14,2,test,4,0.0004342322875027135,6.941939346845027e-07,0.0008331830139198126,11.641655307340544
ETHUSDT,14,2,test,5,0.000502779070908592,8.666508183133288e-07,0.0009309408242811832,13.712520482124308
ETHUSDT,14,2,test,6,0.0005952660169754435,1.0474148686609062e-06,0.0010234328842972098,16.619573642094746
ETHUSDT,14,2,test,7,0.000668934102096776,1.2432676741434074e-06,0.0011150191362229653,19.07583918325057
ETHUSDT,14,3,train,1,0.0002704861377474062,3.0239249490826717e-07,0.0005499022594136773,3.417421950132678
ETHUSDT,14,3,train,2,0.0004271612377697759,6.400933653779659e-07,0.0008000583512331872,5.304786886212617
ETHUSDT,14,3,train,3,0.0005716478720068249,9.785928243531575e-07,0.0009892385073141652,7.327055977715869
ETHUSDT,14,3,train,4,0.0006948835812041873,1.3243493112221058e-06,0.0011508037674695481,8.90436763976324
ETHUSDT,14,3,train,5,0.0008123787750309671,1.7112168340262319e-06,0.0013081348684391193,10.226119511785278
ETHUSDT,14,3,train,6,0.000903504796611134,2.0749044022026026e-06,0.0014404528462267005,11.263068426937968
ETHUSDT,14,3,train,7,0.0010057881474511714,2.4612466258934803e-06,0.0015688360736206572,12.891164870791103
ETHUSDT,14,3,validation,1,0.00017424568008812623,1.4649914678013428e-07,0.0003827520695961477,4.879180183981901
ETHUSDT,14,3,validation,2,0.0002461333881768645,3.1613733654646065e-07,0.0005622609150087356,6.265944414140192
ETHUSDT,14,3,validation,3,0.0004000148897950316,5.098730121683677e-07,0.0007140539280533143,11.756291474238413
ETHUSDT,14,3,validation,4,0.0004984221559234228,7.039337061302107e-07,0.000839007572153083,15.063361224516655
ETHUSDT,14,3,validation,5,0.0005650219720342874,8.680180672258523e-07,0.0009316748720588381,16.91578083141262
ETHUSDT,14,3,validation,6,0.0005892384407860738,1.0340375888061068e-06,0.001016876388164317,16.689046763481684
ETHUSDT,14,3,validation,7,0.0007506118768246658,1.3051466404851614e-06,0.0011424301468733926,23.081378414182932
ETHUSDT,14,3,test,1,0.00021520525171392252,2.0912681580600114e-07,0.0004573038550089001,3.6520445996955893
ETHUSDT,14,3,test,2,0.00034655542540355127,4.6526737015090657e-07,0.0006821051019827565,5.754915105959602
ETHUSDT,14,3,test,3,0.0004730504413329668,7.310546401531442e-07,0.0008550173332471946,8.150438720349024
ETHUSDT,14,3,test,4,0.0005703992783465394,9.935498690707017e-07,0.0009967697171717757,9.793138551781833
ETHUSDT,14,3,test,5,0.0006627705069370387,1.2530146023047643e-06,0.0011193813480243292,11.23793191026705
ETHUSDT,14,3,test,6,0.0007438466924814224,1.5438397740880273e-06,0.0012425134905054462,12.429017841184159
ETHUSDT,14,3,test,7,0.0008376377203266178,1.8323903319051585e-06,0.0013536581296269595,14.487655592756274
ETHUSDT,14,4,train,1,0.0003469396544320365,3.3051990437425705e-07,0.0005749086052358732,5.111577674551116
ETHUSDT,14,4,train,2,0.00047004948234940136,6.368229429014613e-07,0.0007980118688976131,6.470630229405088
ETHUSDT,14,4,train,3,0.0006378132613717892,1.1094844668369781e-06,0.0010533206856589204,8.411755306592825
ETHUSDT,14,4,train,4,0.0007379390205031095,1.4322262018807295e-06,0.0011967565340873345,10.102979938293261
ETHUSDT,14,4,train,5,0.0008325891856545339,1.7755595346594898e-06,0.0013325012325170623,11.81877303323616
ETHUSDT,14,4,train,6,0.0009738012360905804,2.3244594943477695e-06,0.001524617819110012,13.766847881661537
ETHUSDT,14,4,train,7,0.0010658740809180664,2.7165616800911597e-06,0.001648199526784048,15.541649613112574
ETHUSDT,14,4,validation,1,0.000291816878773384,2.467595464425123e-07,0.0004967489772938766,4.848573154766301
ETHUSDT,14,4,validation,2,0.0004073349141007655,4.888660558276306e-07,0.0006991895707371718,6.520745949525692
ETHUSDT,14,4,validation,3,0.0005173985091162828,7.719744111833561e-07,0.0008786207436564175,8.065399597056649
ETHUSDT,14,4,validation,4,0.0006160227528439959,1.0425710927245413e-06,0.0010210637064965835,9.749935700217739
ETHUSDT,14,4,validation,5,0.0006917690753277079,1.2989878672570282e-06,0.0011397314891047926,11.126125377374718
ETHUSDT,14,4,validation,6,0.0007891197790985975,1.596108014571513e-06,0.0012633716850442363,12.561828489985249
ETHUSDT,14,4,validation,7,0.0008601638617567011,1.847329744280158e-06,0.0013591650908849,13.824112339903047
ETHUSDT,14,4,test,1,0.0003230771735365649,3.4259956842501586e-07,0.0005853200564007831,4.769133833019444
ETHUSDT,14,4,test,2,0.00044963508097939153,6.67390752069919e-07,0.000816939870535108,6.345105669716064
ETHUSDT,14,4,test,3,0.0005842389384828164,1.0348309666640521e-06,0.0010172664187242456,7.97705075647669
ETHUSDT,14,4,test,4,0.000692373552043519,1.3761435363333884e-06,0.0011730914441480632,9.604360006104748
ETHUSDT,14,4,test,5,0.0007810512441890064,1.7057403769346638e-06,0.0013060399599302708,10.971913254846411
ETHUSDT,14,4,test,6,0.0008979224791560538,2.112940503648157e-06,0.001453595715337713,12.471988000626117
ETHUSDT,14,4,test,7,0.0009805887976244143,2.4524011594221444e-06,0.0015660144186507813,13.738251624396977
ETHUSDT,14,5,train,1,0.00032839500575696965,3.3448482818960065e-07,0.0005783466332482628,4.884056279887693
ETHUSDT,14,5,train,2,0.0004517069492662067,6.077278051018277e-07,0.0007795689867496191,6.873124468905729
ETHUSDT,14,5,train,3,0.000567510647882988,8.936749735397025e-07,0.0009453438387907876,8.886543793630791
ETHUSDT,14,5,train,4,0.0007078138491178604,1.2889761861835443e-06,0.0011353308707965023,11.0864161955792
ETHUSDT,14,5,train,5,0.000810663369755791,1.6600857663152202e-06,0.0012884431560279328,12.628050878603863
ETHUSDT,14,5,train,6,0.0009145021843326689,2.0554548444281275e-06,0.0014336857551179502,14.411058675573896
ETHUSDT,14,5,train,7,0.0009864243788805793,2.335144675518414e-06,0.0015281180175360847,15.683685420375381
ETHUSDT,14,5,validation,1,0.0002934940226493591,3.2766903326319723e-07,0.0005724238231094136,4.245081376353991
ETHUSDT,14,5,validation,2,0.0004183220149210553,6.220339262486328e-07,0.0007886912743581185,6.057807869731517
ETHUSDT,14,5,validation,3,0.0005391788431232641,9.391956257478921e-07,0.0009691210583554008,7.98084177611163
ETHUSDT,14,5,validation,4,0.0006582895679933774,1.261594003478336e-06,0.0011232070171960002,9.703707081998457
ETHUSDT,14,5,validation,5,0.0007614458771011947,1.605671305609839e-06,0.0012671508614248894,11.204398524057233
ETHUSDT,14,5,validation,6,0.000852470938066587,1.9182314423624272e-06,0.0013850023257606563,12.589865452482076
ETHUSDT,14,5,validation,7,0.0009312823359087848,2.2374290014071785e-06,0.0014958037977646596,13.868140939204467
ETHUSDT,14,5,test,1,0.00026240795083273566,2.1901811799053466e-07,0.00046799371575966133,5.373905711640674
ETHUSDT,14,5,test,2,0.0003762849988512696,4.354344309064849e-07,0.0006598745569473677,7.652101728533165
ETHUSDT,14,5,test,3,0.0004972139593163907,6.792152061548516e-07,0.0008241451365838735,10.25296769914162
ETHUSDT,14,5,test,4,0.0006187573833630849,9.429329443269358e-07,0.0009710473440192995,12.797474226575556
ETHUSDT,14,5,test,5,0.0007082947373239658,1.1882161242154076e-06,0.001090053266687187,14.684999676802397
ETHUSDT,14,5,test,6,0.0008063372817242524,1.455933663650326e-06,0.0012066207621495356,16.968301362729516
ETHUSDT,14,5,test,7,0.0008845263918836992,1.7013776483409826e-06,0.0013043686780741795,18.66366226352418
ETHUSDT,21,1,train,1,0.000601981997451951,7.464073719144085e-07,0.0008639487090761861,7.471120848472065
ETHUSDT,21,1,train,2,0.0006074406013482352,9.432933392764141e-07,0.0009712328965168005,6.466040063329916
ETHUSDT,21,1,train,3,0.0007321703490413789,1.363137646443092e-06,0.0011675348587700035,7.597134933227488
ETHUSDT,21,1,train,4,0.0008273823478150743,1.7173881979125322e-06,0.0013104915863570174,8.394647587846316
ETHUSDT,21,1,train,5,0.0009048622482479176,2.084536666137536e-06,0.0014437924595098618,9.036382032209952
ETHUSDT,21,1,train,6,0.0010227295119000562,2.5477472317278322e-06,0.0015961664173036068,10.215712887816805
ETHUSDT,21,1,train,7,0.0011245146652411131,3.0145247946406276e-06,0.0017362386917243343,11.28903596875359
ETHUSDT,21,1,validation,1,0.0006155874119248925,6.398815633081981e-07,0.0007999259736426853,9.291989478129619
ETHUSDT,21,1,validation,2,0.0005496249020175625,7.154929353668127e-07,0.0008458681548366818,7.332011727774434
ETHUSDT,21,1,validation,3,0.0006464391574264683,1.0257919173233106e-06,0.0010128138611429597,8.446165789770802
ETHUSDT,21,1,validation,4,0.0007248599955510677,1.3102935946396384e-06,0.0011446805644543976,9.220009811531934
ETHUSDT,21,1,validation,5,0.0007807397832429911,1.5583966266891268e-06,0.0012483575716472932,9.776237934320799
ETHUSDT,21,1,validation,6,0.0008779349853218664,1.8794715672494714e-06,0.0013709382069405868,11.049044636944316
ETHUSDT,21,1,validation,7,0.000961513944518917,2.201006815579636e-06,0.0014835790560599176,12.130680029137395
ETHUSDT,21,1,test,1,0.0007246731195641983,8.298939093604729e-07,0.0009109851312510391,15.116266939535784
ETHUSDT,21,1,test,2,0.0005637738264184084,7.914868452440428e-07,0.0008896554643478804,9.339596244634542
ETHUSDT,21,1,test,3,0.0006701774192825261,1.1481403071099788e-06,0.0010715130923651744,10.796373145775187
ETHUSDT,21,1,test,4,0.0007469417265016171,1.4881253503707766e-06,0.0012198874334834245,11.323087092074111
ETHUSDT,21,1,test,5,0.0008112888555728953,1.7487987364836236e-06,0.0013224215426571148,12.51416422952089
ETHUSDT,21,1,test,6,0.0009338175536694396,2.1382457559210613e-06,0.0014622741726232674,14.914920783444982
ETHUSDT,21,1,test,7,0.0010226642741573376,2.4737637038372443e-06,0.0015728203024621868,16.22126294317425
ETHUSDT,21,2,train,1,0.00033170541091721747,3.710189648426776e-07,0.0006091132610957322,3.7101805707244813
ETHUSDT,21,2,train,2,0.0004880994732284454,7.261309205849321e-07,0.0008521331589516583,5.455256073523918
ETHUSDT,21,2,train,3,0.0006063440030115083,1.0388326676169357e-06,0.0010192314102385855,6.745948495958307
ETHUSDT,21,2,train,4,0.000730416712150035,1.4183948688427275e-06,0.0011909638402750637,8.108286256755045
ETHUSDT,21,2,train,5,0.0008502778520641941,1.8317431349161455e-06,0.0013534190536992397,9.326771958688438
ETHUSDT,21,2,train,6,0.0009455109904114203,2.190710881113903e-06,0.0014801050236770035,10.350308939772512
ETHUSDT,21,2,train,7,0.0010221052173590341,2.512973627804407e-06,0.0015852361425997097,11.30174873765849
ETHUSDT,21,2,validation,1,0.0002990849983266404,3.411973310449241e-07,0.0005841209900739094,4.764631118711083
ETHUSDT,21,2,validation,2,0.0004461990835117125,6.572162055832364e-07,0.0008106887229900491,6.926249199781422
ETHUSDT,21,2,validation,3,0.0005486812051707904,9.652705632464651e-07,0.0009824818386344172,8.259086632988652
ETHUSDT,21,2,validation,4,0.0006700755807183957,1.3277827611789644e-06,0.001152294563546563,10.03480476937101
ETHUSDT,21,2,validation,5,0.000774914365179121,1.6716996037737622e-06,0.0012929422275468313,11.660907076525795
ETHUSDT,21,2,validation,6,0.0008644447116254535,1.9738714352016274e-06,0.0014049453495426885,13.008920739665708
ETHUSDT,21,2,validation,7,0.0009608232959503441,2.2732842358536123e-06,0.0015077414353441415,15.055179924527206
ETHUSDT,21,2,test,1,0.00020993364854698392,1.7970641470933107e-07,0.0004239179339321835,6.179726629839385
ETHUSDT,21,2,test,2,0.00031980798199871837,3.634078841368287e-07,0.0006028332141951277,8.636250497460562
ETHUSDT,21,2,test,3,0.0003493560275663356,5.065047406783786e-07,0.0007116914645254491,9.150057894052658
ETHUSDT,21,2,test,4,0.0004270174343060739,6.92163122184281e-07,0.0008319634139697977,11.133896691095496
ETHUSDT,21,2,test,5,0.0005043748641640466,8.750663286477006e-07,0.0009354498001751353,13.281930117561702
ETHUSDT,21,2,test,6,0.000565669523146937,1.030966599604827e-06,0.0010153652542828255,14.736813863664908
ETHUSDT,21,2,test,7,0.0006660894931643926,1.2314958646762974e-06,0.0011097278336043921,18.84497412907009
ETHUSDT,21,3,train,1,0.00038651672388912345,4.2452667042347803e-07,0.0006515571121731986,4.2821189749865445
ETHUSDT,21,3,train,2,0.0004980154438400132,7.122451847997952e-07,0.0008439461978110899,5.885018718512657
ETHUSDT,21,3,train,3,0.0006278161602709846,1.0528752060439315e-06,0.0010260970743764604,7.608682517496071
ETHUSDT,21,3,train,4,0.0007779882818786272,1.5091042354396993e-06,0.0012284560372433763,9.523978871215585
ETHUSDT,21,3,train,5,0.0008465670811968108,1.771342167187636e-06,0.0013309177912957796,10.596231957612181
ETHUSDT,21,3,train,6,0.0009325117712135841,2.1683390978071948e-06,0.0014725281314145393,11.20948416366284
ETHUSDT,21,3,train,7,0.0010183774455787683,2.505723070536914e-06,0.0015829475893209205,12.554096265431506
ETHUSDT,21,3,validation,1,0.00017650844259595665,1.531147743647076e-07,0.0003912988300068218,4.431699906552911
ETHUSDT,21,3,validation,2,0.00028053127129147256,3.128397204027941e-07,0.000559320767004761,7.825943879433896
ETHUSDT,21,3,validation,3,0.00038646724164326387,4.798068363468537e-07,0.0006926809051409268,10.968201946687687
ETHUSDT,21,3,validation,4,0.0005424624642361374,6.98225355270183e-07,0.0008355988004240929,16.55590708305016
ETHUSDT,21,3,validation,5,0.0006180581977366241,8.857247526537235e-07,0.0009411295089697929,18.89312883115166
ETHUSDT,21,3,validation,6,0.0005717825536854553,9.643723017209282e-07,0.000982024593236304,15.838854293965559
ETHUSDT,21,3,validation,7,0.0007010043801885119,1.1878409362805743e-06,0.0010898811569527084,20.955310944790575
ETHUSDT,21,3,test,1,0.0002561850621332525,2.361064555350772e-07,0.0004859078673319431,4.002413216836544
ETHUSDT,21,3,test,2,0.0003644315008434724,4.535183857236853e-07,0.0006734377370801886,5.9508484871353575
ETHUSDT,21,3,test,3,0.00048369828719973417,7.125461959549323e-07,0.0008441245144852342,8.081895698855183
ETHUSDT,21,3,test,4,0.0005977795101910764,9.8134723561133e-07,0.0009906297167011143,10.152961776082387
ETHUSDT,21,3,test,5,0.00067800364128875,1.2206715830032646e-06,0.0011048400712335086,11.713287189771354
ETHUSDT,21,3,test,6,0.0007288992400084601,1.4511763639384641e-06,0.0012046478173883288,12.138486568500937
ETHUSDT,21,3,test,7,0.0008090377870597107,1.7050159709494669e-06,0.0013057626012983627,13.7702331595515
ETHUSDT,21,4,train,1,0.0003810014406786318,3.8195517518943636e-07,0.0006180252221304858,5.394519605836848
ETHUSDT,21,4,train,2,0.0005836583042850237,9.076690468458934e-07,0.0009527166666149456,7.579749430078373
ETHUSDT,21,4,train,3,0.0006604460633987143,1.1270894675668836e-06,0.0010616446993071099,8.777780836796989
ETHUSDT,21,4,train,4,0.000726507719573665,1.4292823264537912e-06,0.0011955259622667303,9.75241624154397
ETHUSDT,21,4,train,5,0.0008175957161804058,1.8032627225696905e-06,0.001342856180895665,11.310227622865828
ETHUSDT,21,4,train,6,0.0009594801355137153,2.32844405579897e-06,0.0015259240006628672,13.018573471838227
ETHUSDT,21,4,train,7,0.0010422170116969266,2.667673587627587e-06,0.0016333014380779767,15.027893009172638
ETHUSDT,21,4,validation,1,0.00032431542113833643,2.7254166466321677e-07,0.0005220552314297949,5.348473369273445
ETHUSDT,21,4,validation,2,0.0004687697300853689,5.66309587831715e-07,0.0007525354395852165,7.482736458641545
ETHUSDT,21,4,validation,3,0.0005394210217521302,7.908748780700107e-07,0.0008893114629138718,8.503025426140287
ETHUSDT,21,4,validation,4,0.0006128174586389232,1.027792592114294e-06,0.0010138010614091375,9.806427703158201
ETHUSDT,21,4,validation,5,0.0006801645604396105,1.2613094349364324e-06,0.0011230803332515588,10.980692753897053
ETHUSDT,21,4,validation,6,0.0007723257669794608,1.5399030754734661e-06,0.0012409283119799734,12.267952567120084
ETHUSDT,21,4,validation,7,0.0008271266114890543,1.732568809638961e-06,0.0013162707964696934,13.444633529423605
ETHUSDT,21,4,test,1,0.0003559296931965349,3.7201744667578186e-07,0.0006099323295872927,5.2373227584459325
ETHUSDT,21,4,test,2,0.0005165696679619572,7.598509943159559e-07,0.0008716943238979797,7.302331513871501
ETHUSDT,21,4,test,3,0.0006144244965164896,1.073917217318572e-06,0.0010362997719379136,8.521797623517822
ETHUSDT,21,4,test,4,0.00068320083288201,1.3607423392207435e-06,0.0011665086108643792,9.61624917404776
ETHUSDT,21,4,test,5,0.0007613819773489116,1.6739821342372096e-06,0.001293824614944858,10.721195241619107
ETHUSDT,21,4,test,6,0.0008793835933607508,2.063599323403427e-06,0.0014365233459305237,12.211714210783036
ETHUSDT,21,4,test,7,0.0009386671690869688,2.322021883406931e-06,0.0015238181923730046,13.251619048211202
ETHUSDT,21,5,train,1,0.0002889654494581834,2.821098965710362e-07,0.0005311401854228657,4.5299745738955295
ETHUSDT,21,5,train,2,0.0004309950712987252,5.71323254065171e-07,0.0007558592819203659,6.5359788884493355
ETHUSDT,21,5,train,3,0.0005691772596945389,8.969036329432305e-07,0.0009470499632771391,8.910074147105936
ETHUSDT,21,5,train,4,0.0006720969602853966,1.1952165745063783e-06,0.0010932596098394828,10.520893971622906
ETHUSDT,21,5,train,5,0.0007900746532735433,1.5651807189419758e-06,0.0012510718280506422,12.6465157221558
ETHUSDT,21,5,train,6,0.0008764004284724163,1.918059052747154e-06,0.0013849400899487146,14.008782829033493
ETHUSDT,21,5,train,7,0.0009696031047426152,2.231814449181069e-06,0.0014939258512995446,15.746351370782943
ETHUSDT,21,5,validation,1,0.00026631356363660674,3.0262344841435635e-07,0.0005501122143838985,3.953367671541534
ETHUSDT,21,5,validation,2,0.0004067961740782037,6.075483687168029e-07,0.0007794538913346978,5.9117582877381825
ETHUSDT,21,5,validation,3,0.0005253552356783505,9.062722166047115e-07,0.0009519833068939347,7.70008583250751
ETHUSDT,21,5,validation,4,0.0006331755795633697,1.2163308687066009e-06,0.0011028739133312569,9.308706474914588
ETHUSDT,21,5,validation,5,0.0007347787306212964,1.5181449327355815e-06,0.0012321302417908511,10.94548536947489
ETHUSDT,21,5,validation,6,0.0008134732462934907,1.8026252053061683e-06,0.0013426187862927317,12.141970603643887
ETHUSDT,21,5,validation,7,0.0009067220000855073,2.1160985728698794e-06,0.0014546816053246426,13.59587657503739
ETHUSDT,21,5,test,1,0.00024800545355397924,2.088787292215498e-07,0.00045703252534316395,5.167878858766411
ETHUSDT,21,5,test,2,0.0003750782049594218,4.341241049080379e-07,0.0006588809489642555,7.37023456942474
ETHUSDT,21,5,test,3,0.0004926854636251732,6.60801970996598e-07,0.0008128972696451859,10.086786765275969
ETHUSDT,21,5,test,4,0.0005935655142041779,8.987038825612522e-07,0.0009479999380597301,12.17814616258181
ETHUSDT,21,5,test,5,0.0007020321503460302,1.1381061449209e-06,0.0010668205776609766,14.8009956043464
ETHUSDT,21,5,test,6,0.0007741997747001321,1.3679723315031015e-06,0.0011696034932844128,16.4168384371519
ETHUSDT,21,5,test,7,0.00087808595986089,1.6213101508718623e-06,0.00127330677798866,18.755862689952835
ETHUSDT,28,1,train,1,0.0004945159573908264,6.20246312143959e-07,0.0007875571802377012,5.28232319540132
ETHUSDT,28,1,train,2,0.0006085694721510615,9.651834876074628e-07,0.000982437523513563,6.321479607572547
ETHUSDT,28,1,train,3,0.0006968215655903531,1.3103182612848811e-06,0.001144691338870388,6.993612481675755
ETHUSDT,28,1,train,4,0.0007991548149997886,1.6505706989070979e-06,0.00128474538290943,8.040474899168787
ETHUSDT,28,1,train,5,0.0008959536260909389,1.999289114155495e-06,0.001413962203934566,8.950521552164894
ETHUSDT,28,1,train,6,0.000980336051037362,2.3298407004618764e-06,0.001526381571056817,9.747201719316012
ETHUSDT,28,1,train,7,0.0010657609043079165,2.6715012984506148e-06,0.0016344727891435254,10.749642213560058
ETHUSDT,28,1,validation,1,0.00043510915128181296,4.3671369013877903e-07,0.0006608431660680006,5.913673833314696
ETHUSDT,28,1,validation,2,0.000534442715955319,7.053368890084735e-07,0.0008398433717119362,6.9542712102846
ETHUSDT,28,1,validation,3,0.0005934403659450156,9.50358143525781e-07,0.0009748631409207043,7.513518090943432
ETHUSDT,28,1,validation,4,0.000690656932250735,1.230004054267688e-06,0.0011090554784444681,8.695359439420711
ETHUSDT,28,1,validation,5,0.0007843567595053951,1.5268598529114466e-06,0.0012356617065003863,9.776416947856664
ETHUSDT,28,1,validation,6,0.0008545492693613898,1.7760080983967724e-06,0.0013326695383315296,10.642394366778314
ETHUSDT,28,1,validation,7,0.0009417530020214098,2.074375038948206e-06,0.0014402690856045637,11.892859607185596
ETHUSDT,28,1,test,1,0.000490307682658389,5.244636102851609e-07,0.00072419859864899,8.837630163007326
ETHUSDT,28,1,test,2,0.0005547724364309098,7.964106237342963e-07,0.0008924184129287653,8.91673368069567
ETHUSDT,28,1,test,3,0.0006008906800071129,1.0643915105931419e-06,0.00103169351582393,9.009464276885284
ETHUSDT,28,1,test,4,0.0007057674489407666,1.3779587333704847e-06,0.001173864870149237,10.80883501084119
ETHUSDT,28,1,test,5,0.0007987652798401486,1.6973749444589784e-06,0.0013028334292836433,12.085595168928977
ETHUSDT,28,1,test,6,0.000884931247744529,1.9638008206946654e-06,0.0014013567785166865,13.643455886563629
ETHUSDT,28,1,test,7,0.0009962303368493612,2.3127912729837163e-06,0.0015207863995261518,16.06953499905216
ETHUSDT,28,2,train,1,0.00032511320164246556,3.3859709190723514e-07,0.0005818909622147736,3.8332552530802615
ETHUSDT,28,2,train,2,0.0004591928601655499,6.397971746100146e-07,0.0007998732240861765,5.2777848164271255
ETHUSDT,28,2,train,3,0.0005765855748286132,9.491772569865454e-07,0.0009742572848003476,6.552302712999943
ETHUSDT,28,2,train,4,0.0006801336105375027,1.2322248602984722e-06,0.0011100562419528446,7.680537827703502
ETHUSDT,28,2,train,5,0.0007582114242930597,1.4902864804099506e-06,0.0012207729028815928,8.590667192297687
ETHUSDT,28,2,train,6,0.0008368548622214246,1.7448021903107994e-06,0.0013209096071687871,9.529199157397688
ETHUSDT,28,2,train,7,0.0009073863553776703,2.0531368843278338e-06,0.0014328771351123702,10.201061100872934
ETHUSDT,28,2,validation,1,0.0003102321233587945,3.260110089942039e-07,0.0005709737375696048,5.096899440573631
ETHUSDT,28,2,validation,2,0.0004251931438365805,6.153733718016605e-07,0.0007844573741138906,6.511301619926551
ETHUSDT,28,2,validation,3,0.0005446190078588167,9.31695886173937e-07,0.0009652439516381012,8.551575221055598
ETHUSDT,28,2,validation,4,0.0006612954488836636,1.2282030816352828e-06,0.0011082432411863754,10.545404661639765
ETHUSDT,28,2,validation,5,0.0007765104845958589,1.5018656585412446e-06,0.0012255062866184101,13.325150205626631
ETHUSDT,28,2,validation,6,0.0008444564871456248,1.7305148713000793e-06,0.0013154903539365384,13.80721612686468
ETHUSDT,28,2,validation,7,0.0009144742554092466,2.010268044890978e-06,0.0014178392168687458,14.778288644870747
ETHUSDT,28,2,test,1,0.0002549233285508368,1.9307708492987935e-07,0.000439405376537292,6.759620792718886
ETHUSDT,28,2,test,2,0.00028637574100396447,3.4129180033268847e-07,0.0005842018489637708,7.310482018712258
ETHUSDT,28,2,test,3,0.000369216698675212,5.102643987523056e-07,0.0007143279350216577,10.306361063233032
ETHUSDT,28,2,test,4,0.0004548080213655459,6.716524774331101e-07,0.0008195440668036772,13.140425359786711
ETHUSDT,28,2,test,5,0.0006259250109861144,8.976249924122409e-07,0.0009474307322502479,20.52089574552049
ETHUSDT,28,2,test,6,0.0006267402044836724,9.678302412965011e-07,0.0009837836354079595,18.633255373365966
ETHUSDT,28,2,test,7,0.0006631473469317263,1.09481052060656e-06,0.0010463319361495949,19.849803367323187
ETHUSDT,28,3,train,1,0.000322685744404898,3.297350855833999e-07,0.0005742256399564547,4.285912973143128
ETHUSDT,28,3,train,2,0.0004521306201424069,6.325574759737676e-07,0.0007953348200435887,5.813857716934565
ETHUSDT,28,3,train,3,0.0005899966112382815,9.798149788581084e-07,0.0009898560394613492,7.330580956109979
ETHUSDT,28,3,train,4,0.000676275186501578,1.2375081473606834e-06,0.0011124334350246237,8.407384955601644
ETHUSDT,28,3,train,5,0.0007555919032971427,1.51963319216451e-06,0.0012327340313970853,9.338231256110232
ETHUSDT,28,3,train,6,0.0008290900815188971,1.7689138689429383e-06,0.001330005213878103,10.439649742878114
ETHUSDT,28,3,train,7,0.0009010230085174572,2.076821182828141e-06,0.0014411180322333563,11.108845775266225
ETHUSDT,28,3,validation,1,0.00024607531627901004,1.778216812165292e-07,0.00042168908121568575,8.126240708371908
ETHUSDT,28,3,validation,2,0.0003220614277913533,3.3106984262660974e-07,0.0005753866896501949,9.991905689891482
ETHUSDT,28,3,validation,3,0.00036615604915817674,4.736306175131788e-07,0.0006882082660889644,10.710506495271337
ETHUSDT,28,3,validation,4,0.0004371572290964147,6.083290769413594e-07,0.0007799545351758392,12.477226172311045
ETHUSDT,28,3,validation,5,0.0004945156993109499,7.274204288162527e-07,0.000852889458732052,14.365176737831495
ETHUSDT,28,3,validation,6,0.0005946920616762749,8.880061561356214e-07,0.0009423407855630686,17.74008028229934
ETHUSDT,28,3,validation,7,0.0005959890490568224,1.0112700491826642e-06,0.0010056192366808942,16.75830486514598
