symbol,input_window,fold,horizon,MAE,MSE,RMSE,MAPE,R2
ETHUSDT,28,3,1,0.00017819890518556487,1.9681999255379354e-07,0.00044364399303246916,3.025963713924227,0.9776273300266822
ETHUSDT,28,3,2,0.0003158190862235526,4.428413477481256e-07,0.0006654632580001135,5.366984902577405,0.9496580514560958
ETHUSDT,28,3,3,0.0004396148712069635,7.277426502010082e-07,0.0008530783376695298,7.47693827814593,0.9172631796765407
ETHUSDT,28,3,4,0.0005516440875972582,1.0265459249460951e-06,0.0010131860268213805,9.391279377567468,0.883281760673863
ETHUSDT,28,3,5,0.0006543671338767262,1.3325100299140045e-06,0.0011543439824913562,11.156476717116961,0.8484932059899535
ETHUSDT,28,3,6,0.0007505387824374205,1.6454039754567041e-06,0.001282733010199981,12.800106654499174,0.8129233684500309
ETHUSDT,28,3,7,0.0008416522808380915,1.9748996782853788e-06,0.0014053112389379723,14.37273945417566,0.7754680195743525
ETHUSDT,28,4,1,0.00019672407919307992,2.8168814207253393e-07,0.0005307430094429261,2.9692720161597106,0.9738093759561319
ETHUSDT,28,4,2,0.0003456889572255222,6.020289008895375e-07,0.0007759052138563946,5.192171600712839,0.9440232692487507
ETHUSDT,28,4,3,0.00047787428106522273,9.527185956863468e-07,0.0009760730483351883,7.1667851624428,0.9114135433369651
ETHUSDT,28,4,4,0.0006003963126073098,1.3172513313093293e-06,0.0011477157014301623,9.003672709871502,0.8775138365789038
ETHUSDT,28,4,5,0.000716556030679967,1.7036506967878526e-06,0.0013052397085546595,10.748999982018958,0.8415769667397579
ETHUSDT,28,4,6,0.0008257048297159122,2.0998392218807847e-06,0.001449082199835739,12.399492139146833,0.8047257837808605
ETHUSDT,28,4,7,0.0009286910289058896,2.5131483138330704e-06,0.0015852912394361707,13.959183021749785,0.7662803311063553
ETHUSDT,28,5,1,0.00016529263039660188,1.8655253977186392e-07,0.00043191728348361324,3.2341733813054026,0.9754294871433298
ETHUSDT,28,5,2,0.0002967757411822998,4.163099200435453e-07,0.0006452208304476424,5.801462646460314,0.9451676834222783
ETHUSDT,28,5,3,0.000415356303635454,6.679702499410218e-07,0.0008172944695402153,8.140883339870243,0.9120199911224557
ETHUSDT,28,5,4,0.0005248180764800788,9.369972585207059e-07,0.0009679861871538797,10.326462008008692,0.8765839867588362
ETHUSDT,28,5,5,0.0006304772757397038,1.2199053326845414e-06,0.0011044932470072153,12.4656244263693,0.8393195325858684
ETHUSDT,28,5,6,0.0007290078831150905,1.5191905158776193e-06,0.0012325544677123277,14.504087485635461,0.7999017068647069
ETHUSDT,28,5,7,0.0008185070848602474,1.8140598683010116e-06,0.0013468703977372921,16.395043915187564,0.7610665137996486
BNBUSDT,7,1,1,0.00017376134930340557,2.325063619479367e-07,0.0004821891350372141,2.9599768572314122,0.9820998099064672
BNBUSDT,7,1,2,0.0003046346284410637,5.191946996981221e-07,0.0007205516634483069,5.2037764135529105,0.9600280594125898
BNBUSDT,7,1,3,0.00041925623180893886,8.363623861065166e-07,0.0009145285048080878,7.165419428410259,0.9356081052332803
BNBUSDT,7,1,4,0.000521221959909424,1.1565175728375052e-06,0.0010754150700252928,8.918649560234813,0.9109565774278877
BNBUSDT,7,1,5,0.0006182295732924118,1.4878193727599367e-06,0.0012197620148045015,10.581266499658238,0.8854450151558274
BNBUSDT,7,1,6,0.0007100211622124554,1.820534796600816e-06,0.0013492719505721654,12.151184813660368,0.8598235678457173
