symbol,input_window,fold,horizon,R2
SOLUSDT,14,2,6,0.866600746989531
SOLUSDT,14,2,7,0.8400012770435977
SOLUSDT,14,3,1,0.9802595147541919
SOLUSDT,14,3,2,0.9606674525956042
SOLUSDT,14,3,3,0.940519762579893
SOLUSDT,14,3,4,0.917632822095368
SOLUSDT,14,3,5,0.8978128787410964
SOLUSDT,14,3,6,0.8751150922521034
SOLUSDT,14,3,7,0.8537595110490785
SOLUSDT,14,4,1,0.9792890237500818
SOLUSDT,14,4,2,0.9579578808654143
SOLUSDT,14,4,3,0.9343870652163432
SOLUSDT,14,4,4,0.9089535514946111
SOLUSDT,14,4,5,0.8852626350093051
SOLUSDT,14,4,6,0.8542038862896386
SOLUSDT,14,4,7,0.8264279984228321
SOLUSDT,14,5,1,0.969554393858702
SOLUSDT,14,5,2,0.9437031504273355
SOLUSDT,14,5,3,0.9141239262061268
SOLUSDT,14,5,4,0.8855700263862984
SOLUSDT,14,5,5,0.8559629473057342
SOLUSDT,14,5,6,0.8170224265549038
SOLUSDT,14,5,7,0.7956224033151086
SOLUSDT,21,1,1,0.9751576339072673
SOLUSDT,21,1,2,0.9585165539220981
SOLUSDT,21,1,3,0.9287550416538188
SOLUSDT,21,1,4,0.893254826061281
SOLUSDT,21,1,5,0.8719225253204573
SOLUSDT,21,1,6,0.8118990156302232
SOLUSDT,21,1,7,0.81160098226597
SOLUSDT,21,2,1,0.9768844754251724
SOLUSDT,21,2,2,0.9555586389843944
SOLUSDT,21,2,3,0.9338256258579585
SOLUSDT,21,2,4,0.9109481380875548
SOLUSDT,21,2,5,0.8881042024131227
SOLUSDT,21,2,6,0.8638119486787021
SOLUSDT,21,2,7,0.841201363510099
SOLUSDT,21,3,1,0.9784450565964997
SOLUSDT,21,3,2,0.9605726941832925
SOLUSDT,21,3,3,0.9411695116893505
SOLUSDT,21,3,4,0.9185089824144727
SOLUSDT,21,3,5,0.8992256632166966
SOLUSDT,21,3,6,0.8792361466254445
SOLUSDT,21,3,7,0.8597923188885815
SOLUSDT,21,4,1,0.9732366126465669
SOLUSDT,21,4,2,0.9488499623963801
SOLUSDT,21,4,3,0.9303166340505918
SOLUSDT,21,4,4,0.9051506710885616
SOLUSDT,21,4,5,0.8839436288181323
SOLUSDT,21,4,6,0.8564381202620868
SOLUSDT,21,4,7,0.8365251270823006
SOLUSDT,21,5,1,0.9756862610157085
SOLUSDT,21,5,2,0.9502158408065973
SOLUSDT,21,5,3,0.9203672653123548
SOLUSDT,21,5,4,0.8909807048140501
SOLUSDT,21,5,5,0.863177998020771
SOLUSDT,21,5,6,0.8378928964902588
SOLUSDT,21,5,7,0.7968467787769198
SOLUSDT,28,1,1,0.9434265163767226
SOLUSDT,28,1,2,0.9246633905372311
SOLUSDT,28,1,3,0.904032659456917
SOLUSDT,28,1,4,0.8779311078693068
SOLUSDT,28,1,5,0.8777185182485113
SOLUSDT,28,1,6,0.8504835629278817
SOLUSDT,28,1,7,0.8381238961593187
SOLUSDT,28,2,1,0.9677102262787588
SOLUSDT,28,2,2,0.9517053114623623
SOLUSDT,28,2,3,0.9301052816782289
SOLUSDT,28,2,4,0.9150897705890115
SOLUSDT,28,2,5,0.898654869116061
SOLUSDT,28,2,6,0.8799263657856955
SOLUSDT,28,2,7,0.8611671683369093
SOLUSDT,28,3,1,0.9732627053299472
SOLUSDT,28,3,2,0.9565858623346727
SOLUSDT,28,3,3,0.9402492675320284
SOLUSDT,28,3,4,0.9228418803319369
SOLUSDT,28,3,5,0.9048194183412508
SOLUSDT,28,3,6,0.8871608355073055
SOLUSDT,28,3,7,0.8654811546618734
SOLUSDT,28,4,1,0.9712890249891857
SOLUSDT,28,4,2,0.953306416713008
SOLUSDT,28,4,3,0.9283883510332805
SOLUSDT,28,4,4,0.9071321822690267
SOLUSDT,28,4,5,0.8966243949167774
SOLUSDT,28,4,6,0.8721926943708356
SOLUSDT,28,4,7,0.851601367868975
SOLUSDT,28,5,1,0.9713270426257845
SOLUSDT,28,5,2,0.947266454928312
SOLUSDT,28,5,3,0.9189872573335808
SOLUSDT,28,5,4,0.8874437798322454
SOLUSDT,28,5,5,0.8659477285712074
SOLUSDT,28,5,6,0.842141171352307
SOLUSDT,28,5,7,0.8153789312373598
